,league,date,home,away,home_goals,away_goals,result,home_odds,draw_odds,away_odds
1651,Liga Profesional ,21/05/2016,Racing Club,Temperley,2.0,0.0,H,1.55,4.17,7.21
1652,Liga Profesional ,22/05/2016,Quilmes,Independiente,0.0,3.0,A,3.65,3.26,2.25
1653,Liga Profesional ,22/05/2016,Velez Sarsfield,Patronato,0.0,0.0,D,2.27,3.28,3.59
1654,Liga Profesional ,22/05/2016,San Lorenzo,Banfield,1.0,1.0,D,1.4,4.75,9.76
1655,Liga Profesional ,22/05/2016,San Martin S.J.,Godoy Cruz,2.0,0.0,H,4.07,3.47,2.03
1656,Liga Profesional ,22/05/2016,Boca Juniors,Defensa y Justicia,0.0,0.0,D,2.44,3.2,3.3
1657,Liga Profesional ,22/05/2016,Newells Old Boys,Atl. Tucuman,2.0,1.0,H,3.29,3.44,2.33
1658,Liga Profesional ,22/05/2016,Union de Santa Fe,Estudiantes L.P.,1.0,1.0,D,4.31,3.3,2.04
1659,Liga Profesional ,23/05/2016,Lanus,Huracan,1.0,3.0,A,2.24,3.32,3.62
1660,Liga Profesional ,23/05/2016,Belgrano,Rosario Central,1.0,0.0,H,2.6,3.18,3.02
1661,Liga Profesional ,24/05/2016,Gimnasia L.P.,Colon Santa FE,3.0,0.0,H,1.88,3.45,4.91
1662,Liga Profesional ,28/05/2016,Godoy Cruz,Estudiantes L.P.,0.0,1.0,A,4.45,3.01,2.13
1663,Liga Profesional ,29/05/2016,San Lorenzo,Lanus,0.0,4.0,A,2.83,2.99,2.97
1664,Liga Profesional ,26/08/2016,Sarmiento Junin,Arsenal Sarandi,1.0,0.0,H,2.42,3.12,3.43
1665,Liga Profesional ,27/08/2016,Godoy Cruz,Huracan,1.0,0.0,H,2.25,3.21,3.72
1666,Liga Profesional ,27/08/2016,Gimnasia L.P.,Velez Sarsfield,2.0,0.0,H,1.97,3.26,4.72
1667,Liga Profesional ,27/08/2016,Rosario Central,Defensa y Justicia,0.0,0.0,D,1.84,3.5,5.11
1668,Liga Profesional ,27/08/2016,Racing Club,Talleres Cordoba,1.0,1.0,D,1.68,3.67,6.4
1669,Liga Profesional ,27/08/2016,Atl. Tucuman,Atl. Rafaela,1.0,0.0,H,1.51,4.24,7.95
1670,Liga Profesional ,28/08/2016,San Lorenzo,San Martin S.J.,2.0,2.0,D,1.53,4.23,7.32
1671,Liga Profesional ,28/08/2016,Tigre,Estudiantes L.P.,0.0,3.0,A,2.78,3.0,3.01
1672,Liga Profesional ,28/08/2016,Quilmes,Newells Old Boys,0.0,1.0,A,3.51,3.23,2.33
1673,Liga Profesional ,28/08/2016,Belgrano,Independiente,0.0,1.0,A,3.51,3.05,2.43
1674,Liga Profesional ,28/08/2016,Union de Santa Fe,Olimpo Bahia Blanca,1.0,0.0,H,2.28,3.2,3.65
1675,Liga Profesional ,28/08/2016,River Plate,Banfield,4.0,1.0,H,1.67,3.82,6.14
1676,Liga Profesional ,29/08/2016,Lanus,Boca Juniors,1.0,0.0,H,2.54,3.16,3.18
1677,Liga Profesional ,29/08/2016,Aldosivi,Colon Santa FE,0.0,2.0,A,2.43,3.11,3.42
1678,Liga Profesional ,30/08/2016,Temperley,Patronato,1.0,0.0,H,2.65,2.9,3.3
1679,Liga Profesional ,09/09/2016,Patronato,Gimnasia L.P.,0.0,1.0,A,2.77,3.08,2.94
1680,Liga Profesional ,10/09/2016,Huracan,Quilmes,1.0,1.0,D,1.78,3.61,5.42
1681,Liga Profesional ,10/09/2016,Olimpo Bahia Blanca,Lanus,0.0,0.0,D,3.43,3.06,2.46
1682,Liga Profesional ,10/09/2016,Banfield,Colon Santa FE,0.0,0.0,D,3.23,3.1,2.54
1683,Liga Profesional ,10/09/2016,San Martin S.J.,Racing Club,0.0,2.0,A,2.93,3.18,2.7
1684,Liga Profesional ,10/09/2016,Union de Santa Fe,Aldosivi,0.0,0.0,D,2.02,3.3,4.42
1685,Liga Profesional ,10/09/2016,Defensa y Justicia,San Lorenzo,0.0,2.0,A,2.64,3.09,3.11
1686,Liga Profesional ,11/09/2016,Independiente,Godoy Cruz,2.0,0.0,H,1.64,3.84,6.47
1687,Liga Profesional ,11/09/2016,Newells Old Boys,Tigre,1.0,0.0,H,1.97,3.37,4.54
1688,Liga Profesional ,11/09/2016,Velez Sarsfield,Rosario Central,2.0,0.0,H,3.67,3.12,2.32
1689,Liga Profesional ,11/09/2016,Estudiantes L.P.,Sarmiento Junin,1.0,0.0,H,1.69,3.49,6.73
1690,Liga Profesional ,11/09/2016,Boca Juniors,Belgrano,3.0,0.0,H,1.51,4.0,8.92
1691,Liga Profesional ,12/09/2016,Talleres Cordoba,River Plate,0.0,1.0,A,3.94,3.36,2.11
1692,Liga Profesional ,12/09/2016,Arsenal Sarandi,Atl. Tucuman,1.0,3.0,A,2.53,3.01,3.36
1693,Liga Profesional ,13/09/2016,Atl. Rafaela,Temperley,1.0,0.0,H,2.41,3.09,3.49
1694,Liga Profesional ,17/09/2016,Colon Santa FE,Talleres Cordoba,1.0,0.0,H,2.21,3.12,3.97
1695,Liga Profesional ,17/09/2016,Lanus,Union de Santa Fe,0.0,1.0,A,1.76,3.63,5.49
1696,Liga Profesional ,17/09/2016,San Lorenzo,Velez Sarsfield,2.0,1.0,H,1.76,3.6,5.61
1697,Liga Profesional ,17/09/2016,Rosario Central,Patronato,2.0,1.0,H,1.61,3.78,7.06
1698,Liga Profesional ,17/09/2016,Aldosivi,Banfield,1.0,3.0,A,2.35,3.26,3.36
1699,Liga Profesional ,17/09/2016,Quilmes,Independiente,1.0,1.0,D,4.12,3.23,2.12
1700,Liga Profesional ,18/09/2016,Sarmiento Junin,Newells Old Boys,1.0,1.0,D,3.0,3.01,2.78
1701,Liga Profesional ,18/09/2016,Atl. Tucuman,Estudiantes L.P.,0.0,2.0,A,2.6,3.04,3.21
1702,Liga Profesional ,18/09/2016,Temperley,Arsenal Sarandi,1.0,1.0,D,2.42,3.11,3.46
1703,Liga Profesional ,18/09/2016,Belgrano,Olimpo Bahia Blanca,0.0,0.0,D,2.49,3.06,3.37
1704,Liga Profesional ,18/09/2016,Godoy Cruz,Boca Juniors,1.0,1.0,D,3.35,3.07,2.49
1705,Liga Profesional ,18/09/2016,River Plate,San Martin S.J.,1.0,1.0,D,1.36,4.92,11.18
1706,Liga Profesional ,19/09/2016,Racing Club,Defensa y Justicia,1.0,1.0,D,1.85,3.45,5.09
1707,Liga Profesional ,19/09/2016,Tigre,Huracan,1.0,1.0,D,2.48,3.06,3.39
1708,Liga Profesional ,20/09/2016,Gimnasia L.P.,Atl. Rafaela,0.0,1.0,A,1.68,3.69,6.22
1709,Liga Profesional ,24/09/2016,Olimpo Bahia Blanca,Godoy Cruz,3.0,0.0,H,2.34,3.04,3.72
1710,Liga Profesional ,24/09/2016,Newells Old Boys,Atl. Tucuman,3.0,1.0,H,2.2,3.2,3.87
1711,Liga Profesional ,24/09/2016,Atl. Rafaela,Rosario Central,0.0,0.0,D,4.26,3.29,2.06
1712,Liga Profesional ,24/09/2016,Velez Sarsfield,Racing Club,0.0,3.0,A,3.26,3.24,2.41
1713,Liga Profesional ,25/09/2016,Independiente,Tigre,1.0,1.0,D,1.79,3.7,5.15
1714,Liga Profesional ,25/09/2016,Huracan,Sarmiento Junin,0.0,0.0,D,2.12,3.16,4.23
1715,Liga Profesional ,25/09/2016,Estudiantes L.P.,Temperley,3.0,0.0,H,1.6,3.68,7.81
1716,Liga Profesional ,25/09/2016,Union de Santa Fe,Belgrano,0.0,2.0,A,1.87,3.36,5.2
1717,Liga Profesional ,25/09/2016,Talleres Cordoba,Banfield,0.0,0.0,D,2.33,3.06,3.72
1718,Liga Profesional ,25/09/2016,Patronato,San Lorenzo,1.0,1.0,D,2.72,3.08,2.99
1719,Liga Profesional ,25/09/2016,Boca Juniors,Quilmes,4.0,1.0,H,1.42,4.63,9.68
1720,Liga Profesional ,25/09/2016,Lanus,Aldosivi,0.0,0.0,D,1.76,3.5,5.86
1721,Liga Profesional ,26/09/2016,Defensa y Justicia,River Plate,3.0,3.0,D,3.26,3.18,2.47
1722,Liga Profesional ,26/09/2016,Arsenal Sarandi,Gimnasia L.P.,2.0,2.0,D,2.97,3.08,2.75
1723,Liga Profesional ,27/09/2016,San Martin S.J.,Colon Santa FE,0.0,0.0,D,2.31,3.19,3.58
1724,Liga Profesional ,30/09/2016,Quilmes,Olimpo Bahia Blanca,2.0,1.0,H,2.98,2.83,2.98
1725,Liga Profesional ,01/10/2016,Godoy Cruz,Union de Santa Fe,2.0,1.0,H,2.23,3.11,3.93
1726,Liga Profesional ,01/10/2016,Rosario Central,Arsenal Sarandi,5.0,0.0,H,1.52,4.13,8.01
1727,Liga Profesional ,01/10/2016,Aldosivi,Talleres Cordoba,2.0,1.0,H,2.48,2.99,3.48
1728,Liga Profesional ,01/10/2016,Temperley,Newells Old Boys,0.0,0.0,D,3.26,2.97,2.62
1729,Liga Profesional ,01/10/2016,Racing Club,Patronato,2.0,0.0,H,1.5,4.07,9.04
1730,Liga Profesional ,02/10/2016,River Plate,Velez Sarsfield,3.0,0.0,H,1.39,4.71,10.62
1731,Liga Profesional ,02/10/2016,San Lorenzo,Atl. Rafaela,2.0,1.0,H,1.53,4.29,7.21
1732,Liga Profesional ,02/10/2016,Belgrano,Lanus,1.0,1.0,D,3.07,2.9,2.82
1733,Liga Profesional ,02/10/2016,Gimnasia L.P.,Estudiantes L.P.,0.0,0.0,D,3.6,2.83,2.54
1734,Liga Profesional ,02/10/2016,Banfield,San Martin S.J.,3.0,2.0,H,2.01,3.24,4.56
1735,Liga Profesional ,02/10/2016,Colon Santa FE,Defensa y Justicia,1.0,0.0,H,2.62,3.11,3.12
1736,Liga Profesional ,02/10/2016,Sarmiento Junin,Independiente,0.0,1.0,A,4.47,2.86,2.21
1737,Liga Profesional ,03/10/2016,Tigre,Boca Juniors,1.0,1.0,D,3.83,3.22,2.21
1738,Liga Profesional ,04/10/2016,Atl. Tucuman,Huracan,0.0,2.0,A,2.07,3.26,4.23
1739,Liga Profesional ,14/10/2016,Defensa y Justicia,Banfield,1.0,0.0,H,2.17,3.28,3.84
1740,Liga Profesional ,15/10/2016,Belgrano,Aldosivi,0.0,0.0,D,1.95,3.2,4.99
1741,Liga Profesional ,15/10/2016,Velez Sarsfield,Colon Santa FE,2.0,1.0,H,2.43,3.01,3.55
1742,Liga Profesional ,15/10/2016,Atl. Rafaela,Racing Club,3.0,2.0,H,3.53,3.3,2.28
1743,Liga Profesional ,15/10/2016,Huracan,Temperley,1.0,2.0,A,2.0,3.19,4.85
1744,Liga Profesional ,15/10/2016,Estudiantes L.P.,Rosario Central,3.0,2.0,H,2.67,2.93,3.23
1745,Liga Profesional ,15/10/2016,San Martin S.J.,Talleres Cordoba,1.0,3.0,A,2.54,2.95,3.42
1746,Liga Profesional ,16/10/2016,Independiente,Atl. Tucuman,0.0,2.0,A,1.54,4.02,7.78
1747,Liga Profesional ,16/10/2016,Lanus,Godoy Cruz,3.0,0.0,H,1.55,4.03,7.55
1748,Liga Profesional ,16/10/2016,Boca Juniors,Sarmiento Junin,2.0,0.0,H,1.42,4.45,10.29
1749,Liga Profesional ,16/10/2016,Olimpo Bahia Blanca,Tigre,1.0,4.0,A,2.33,3.06,3.71
1750,Liga Profesional ,16/10/2016,Newells Old Boys,Gimnasia L.P.,1.0,0.0,H,2.17,3.1,4.14
1751,Liga Profesional ,16/10/2016,Arsenal Sarandi,San Lorenzo,1.0,3.0,A,4.65,3.37,1.94
1752,Liga Profesional ,17/10/2016,Patronato,River Plate,2.0,1.0,H,4.67,3.48,1.91
1753,Liga Profesional ,18/10/2016,Union de Santa Fe,Quilmes,1.0,1.0,D,1.79,3.65,5.19
1754,Liga Profesional ,21/10/2016,Sarmiento Junin,Olimpo Bahia Blanca,1.0,1.0,D,2.48,2.88,3.63
1755,Liga Profesional ,22/10/2016,Talleres Cordoba,Defensa y Justicia,2.0,0.0,H,2.52,2.95,3.46
1756,Liga Profesional ,22/10/2016,Quilmes,Lanus,1.0,0.0,H,4.89,3.32,1.93
1757,Liga Profesional ,22/10/2016,Godoy Cruz,Belgrano,2.0,0.0,H,2.49,3.01,3.43
1758,Liga Profesional ,22/10/2016,Temperley,Independiente,0.0,1.0,A,4.36,3.04,2.14
1759,Liga Profesional ,22/10/2016,Colon Santa FE,Patronato,0.0,1.0,A,2.4,3.01,3.63
1760,Liga Profesional ,22/10/2016,Racing Club,Arsenal Sarandi,1.0,0.0,H,1.49,4.12,8.89
1761,Liga Profesional ,23/10/2016,River Plate,Atl. Rafaela,1.0,0.0,H,1.43,4.52,9.47
1762,Liga Profesional ,23/10/2016,Gimnasia L.P.,Huracan,1.0,0.0,H,2.07,3.15,4.44
1763,Liga Profesional ,23/10/2016,Banfield,Velez Sarsfield,1.0,0.0,H,2.13,3.19,4.14
1764,Liga Profesional ,23/10/2016,Rosario Central,Newells Old Boys,0.0,1.0,A,2.04,3.11,4.67
1765,Liga Profesional ,23/10/2016,Tigre,Union de Santa Fe,3.0,1.0,H,1.71,3.71,5.81
1766,Liga Profesional ,23/10/2016,San Lorenzo,Estudiantes L.P.,1.0,2.0,A,2.15,3.21,4.01
1767,Liga Profesional ,24/10/2016,Atl. Tucuman,Boca Juniors,2.0,2.0,D,3.68,3.24,2.25
1768,Liga Profesional ,25/10/2016,Aldosivi,San Martin S.J.,1.0,2.0,A,2.14,3.18,4.13
1769,Liga Profesional ,28/10/2016,Olimpo Bahia Blanca,Atl. Tucuman,2.0,1.0,H,2.33,3.05,3.72
1770,Liga Profesional ,29/10/2016,Patronato,Banfield,2.0,0.0,H,2.56,2.93,3.42
1771,Liga Profesional ,29/10/2016,Velez Sarsfield,Talleres Cordoba,0.0,2.0,A,2.57,2.97,3.34
1772,Liga Profesional ,29/10/2016,Belgrano,Quilmes,0.0,0.0,D,1.74,3.34,6.44
1773,Liga Profesional ,29/10/2016,Boca Juniors,Temperley,4.0,0.0,H,1.4,4.55,10.71
1774,Liga Profesional ,29/10/2016,Independiente,Gimnasia L.P.,0.0,0.0,D,1.8,3.43,5.64
1775,Liga Profesional ,29/10/2016,Huracan,Rosario Central,1.0,1.0,D,2.57,3.12,3.17
1776,Liga Profesional ,30/10/2016,Estudiantes L.P.,Racing Club,2.0,1.0,H,2.24,3.07,3.95
1777,Liga Profesional ,30/10/2016,Lanus,Tigre,1.0,1.0,D,1.82,3.64,4.98
1778,Liga Profesional ,30/10/2016,Godoy Cruz,Aldosivi,3.0,1.0,H,2.04,3.32,4.28
1779,Liga Profesional ,30/10/2016,Newells Old Boys,San Lorenzo,2.0,2.0,D,1.96,3.3,4.69
1780,Liga Profesional ,30/10/2016,Atl. Rafaela,Colon Santa FE,0.0,2.0,A,2.17,3.12,4.08
1781,Liga Profesional ,30/10/2016,Arsenal Sarandi,River Plate,2.0,2.0,D,5.93,3.64,1.72
1782,Liga Profesional ,31/10/2016,Defensa y Justicia,San Martin S.J.,0.0,0.0,D,1.88,3.44,4.89
1783,Liga Profesional ,01/11/2016,Union de Santa Fe,Sarmiento Junin,1.0,0.0,H,2.18,3.07,4.15
1784,Liga Profesional ,05/11/2016,Temperley,Olimpo Bahia Blanca,0.0,0.0,D,2.58,2.91,3.39
1785,Liga Profesional ,05/11/2016,Quilmes,Godoy Cruz,1.0,0.0,H,2.62,3.09,3.11
1786,Liga Profesional ,05/11/2016,River Plate,Estudiantes L.P.,1.0,1.0,D,2.26,3.2,3.7
1787,Liga Profesional ,05/11/2016,Sarmiento Junin,Lanus,1.0,2.0,A,4.19,3.08,2.17
1788,Liga Profesional ,05/11/2016,Colon Santa FE,Arsenal Sarandi,1.0,0.0,H,1.98,3.28,4.66
1789,Liga Profesional ,05/11/2016,Racing Club,Newells Old Boys,2.0,1.0,H,1.71,3.59,6.1
1790,Liga Profesional ,05/11/2016,San Martin S.J.,Velez Sarsfield,2.0,0.0,H,1.95,3.34,4.68
1791,Liga Profesional ,06/11/2016,Banfield,Atl. Rafaela,1.0,1.0,D,2.02,3.24,4.53
1792,Liga Profesional ,06/11/2016,San Lorenzo,Huracan,2.0,0.0,H,1.63,3.83,6.56
1793,Liga Profesional ,06/11/2016,Tigre,Belgrano,2.0,1.0,H,2.15,3.13,4.15
1794,Liga Profesional ,06/11/2016,Talleres Cordoba,Patronato,1.0,0.0,H,2.01,3.16,4.74
1795,Liga Profesional ,06/11/2016,Rosario Central,Independiente,0.0,0.0,D,2.41,3.05,3.54
1796,Liga Profesional ,06/11/2016,Gimnasia L.P.,Boca Juniors,0.0,3.0,A,3.85,3.06,2.28
1797,Liga Profesional ,07/11/2016,Aldosivi,Defensa y Justicia,0.0,0.0,D,3.09,3.03,2.69
1798,Liga Profesional ,09/11/2016,Atl. Tucuman,Union de Santa Fe,1.0,1.0,D,2.0,3.34,4.41
1799,Liga Profesional ,13/11/2016,Velez Sarsfield,Defensa y Justicia,2.0,1.0,H,3.18,3.03,2.63
1800,Liga Profesional ,19/11/2016,Arsenal Sarandi,Banfield,1.0,3.0,A,3.15,3.0,2.64
1801,Liga Profesional ,19/11/2016,Estudiantes L.P.,Colon Santa FE,1.0,0.0,H,1.63,3.66,7.31
1802,Liga Profesional ,19/11/2016,Godoy Cruz,Tigre,2.0,1.0,H,2.34,3.23,3.47
1803,Liga Profesional ,19/11/2016,Lanus,Atl. Tucuman,1.0,0.0,H,1.64,3.81,6.53
1804,Liga Profesional ,19/11/2016,Union de Santa Fe,Temperley,2.0,1.0,H,2.07,3.2,4.38
1805,Liga Profesional ,19/11/2016,Huracan,Racing Club,1.0,1.0,D,3.61,3.16,2.32
1806,Liga Profesional ,20/11/2016,Belgrano,Sarmiento Junin,1.0,2.0,A,1.79,3.41,5.82
1807,Liga Profesional ,20/11/2016,Independiente,San Lorenzo,1.0,2.0,A,1.63,3.84,6.64
1808,Liga Profesional ,20/11/2016,Quilmes,Aldosivi,1.0,0.0,H,2.27,3.16,3.73
1809,Liga Profesional ,20/11/2016,Boca Juniors,Rosario Central,1.0,1.0,D,1.6,3.76,7.47
1810,Liga Profesional ,20/11/2016,Atl. Rafaela,Talleres Cordoba,0.0,1.0,A,2.41,3.08,3.5
1811,Liga Profesional ,20/11/2016,Newells Old Boys,River Plate,1.0,0.0,H,2.94,3.15,2.72
1812,Liga Profesional ,21/11/2016,Olimpo Bahia Blanca,Gimnasia L.P.,0.0,0.0,D,2.34,2.95,3.88
1813,Liga Profesional ,22/11/2016,Patronato,San Martin S.J.,3.0,0.0,H,2.24,3.14,3.86
1814,Liga Profesional ,25/11/2016,Temperley,Lanus,1.0,3.0,A,4.78,3.19,1.99
1815,Liga Profesional ,26/11/2016,Talleres Cordoba,Arsenal Sarandi,0.0,0.0,D,1.63,3.97,6.28
1816,Liga Profesional ,26/11/2016,Colon Santa FE,Newells Old Boys,1.0,2.0,A,3.0,2.99,2.8
1817,Liga Profesional ,26/11/2016,Tigre,Quilmes,3.0,0.0,H,1.83,3.58,5.02
1818,Liga Profesional ,26/11/2016,Banfield,Estudiantes L.P.,3.0,2.0,H,3.42,3.07,2.46
1819,Liga Profesional ,26/11/2016,Atl. Tucuman,Belgrano,0.0,0.0,D,2.03,3.2,4.54
1820,Liga Profesional ,26/11/2016,Rosario Central,Olimpo Bahia Blanca,1.0,1.0,D,2.47,2.96,3.53
1821,Liga Profesional ,27/11/2016,Aldosivi,Velez Sarsfield,0.0,0.0,D,2.31,3.15,3.64
1822,Liga Profesional ,27/11/2016,River Plate,Huracan,1.0,0.0,H,1.64,3.95,6.13
1823,Liga Profesional ,27/11/2016,Sarmiento Junin,Godoy Cruz,2.0,2.0,D,2.55,3.11,3.22
1824,Liga Profesional ,27/11/2016,San Lorenzo,Boca Juniors,1.0,2.0,A,2.8,3.14,2.86
1825,Liga Profesional ,27/11/2016,Racing Club,Independiente,3.0,0.0,H,2.52,3.01,3.38
1826,Liga Profesional ,28/11/2016,Defensa y Justicia,Patronato,1.0,2.0,A,1.9,3.4,4.88
1827,Liga Profesional ,28/11/2016,Gimnasia L.P.,Union de Santa Fe,1.0,1.0,D,2.63,3.09,3.11
1828,Liga Profesional ,29/11/2016,San Martin S.J.,Atl. Rafaela,0.0,3.0,A,2.11,3.38,3.93
1829,Liga Profesional ,03/12/2016,Quilmes,Sarmiento Junin,1.0,3.0,A,2.32,3.06,3.73
1830,Liga Profesional ,03/12/2016,Huracan,Colon Santa FE,1.0,3.0,A,2.35,3.11,3.6
1831,Liga Profesional ,03/12/2016,Atl. Rafaela,Defensa y Justicia,0.0,1.0,A,2.52,3.17,3.21
1832,Liga Profesional ,03/12/2016,Newells Old Boys,Banfield,0.0,2.0,A,1.96,3.27,4.8
1833,Liga Profesional ,03/12/2016,Tigre,Aldosivi,1.0,1.0,D,1.72,3.76,5.58
1834,Liga Profesional ,03/12/2016,Godoy Cruz,Atl. Tucuman,1.0,2.0,A,2.31,3.28,3.47
1835,Liga Profesional ,03/12/2016,Olimpo Bahia Blanca,San Lorenzo,1.0,2.0,A,3.29,3.18,2.46
1836,Liga Profesional ,04/12/2016,Estudiantes L.P.,Talleres Cordoba,0.0,0.0,D,1.76,3.51,5.81
1837,Liga Profesional ,04/12/2016,Union de Santa Fe,Rosario Central,2.0,0.0,H,2.88,3.05,2.78
1838,Liga Profesional ,04/12/2016,Boca Juniors,Racing Club,4.0,2.0,H,1.96,3.53,4.3
1839,Liga Profesional ,04/12/2016,Patronato,Velez Sarsfield,0.0,0.0,D,2.17,3.21,3.95
1840,Liga Profesional ,04/12/2016,Belgrano,Temperley,0.0,0.0,D,1.94,3.18,5.1
1841,Liga Profesional ,04/12/2016,Independiente,River Plate,1.0,0.0,H,2.04,3.3,4.3
1842,Liga Profesional ,05/12/2016,Arsenal Sarandi,San Martin S.J.,0.0,0.0,D,2.43,3.29,3.22
1843,Liga Profesional ,06/12/2016,Lanus,Gimnasia L.P.,1.0,0.0,H,1.63,3.53,7.82
1844,Liga Profesional ,09/12/2016,Aldosivi,Patronato,1.0,1.0,D,2.33,3.07,3.69
1845,Liga Profesional ,09/12/2016,Sarmiento Junin,Tigre,2.0,0.0,H,2.78,3.09,2.93
1846,Liga Profesional ,10/12/2016,Temperley,Godoy Cruz,1.0,0.0,H,2.61,3.09,3.15
1847,Liga Profesional ,10/12/2016,San Lorenzo,Union de Santa Fe,3.0,2.0,H,1.77,3.73,5.2
1848,Liga Profesional ,10/12/2016,Talleres Cordoba,Newells Old Boys,1.0,1.0,D,2.16,3.15,4.08
1849,Liga Profesional ,10/12/2016,Velez Sarsfield,Atl. Rafaela,2.0,0.0,H,2.15,3.18,4.08
1850,Liga Profesional ,10/12/2016,Gimnasia L.P.,Belgrano,1.0,1.0,D,2.26,3.0,4.01
1851,Liga Profesional ,10/12/2016,Racing Club,Olimpo Bahia Blanca,0.0,2.0,A,1.61,3.8,7.1
1852,Liga Profesional ,11/12/2016,River Plate,Boca Juniors,2.0,4.0,A,2.77,3.02,3.0
1853,Liga Profesional ,11/12/2016,Banfield,Huracan,1.0,0.0,H,,,
1854,Liga Profesional ,11/12/2016,San Martin S.J.,Estudiantes L.P.,3.0,2.0,H,3.8,3.13,2.26
1855,Liga Profesional ,11/12/2016,Colon Santa FE,Independiente,0.0,2.0,A,3.2,3.09,2.57
1856,Liga Profesional ,11/12/2016,Rosario Central,Lanus,1.0,2.0,A,3.91,3.2,2.2
1857,Liga Profesional ,12/12/2016,Atl. Tucuman,Quilmes,3.0,0.0,H,1.69,3.71,6.12
1858,Liga Profesional ,13/12/2016,Defensa y Justicia,Arsenal Sarandi,2.0,0.0,H,1.65,3.78,6.55
1859,Liga Profesional ,16/12/2016,Huracan,Talleres Cordoba,1.0,0.0,H,3.07,2.96,2.77
1860,Liga Profesional ,17/12/2016,Godoy Cruz,Gimnasia L.P.,0.0,3.0,A,2.26,3.12,3.8
1861,Liga Profesional ,17/12/2016,Estudiantes L.P.,Defensa y Justicia,1.0,2.0,A,1.91,3.32,4.98
1862,Liga Profesional ,17/12/2016,Sarmiento Junin,Aldosivi,0.0,2.0,A,2.2,3.13,3.99
1863,Liga Profesional ,17/12/2016,Union de Santa Fe,Racing Club,1.0,0.0,H,2.57,3.24,3.06
1864,Liga Profesional ,17/12/2016,Atl. Rafaela,Patronato,3.0,0.0,H,2.09,3.25,4.17
1865,Liga Profesional ,17/12/2016,Independiente,Banfield,0.0,1.0,A,1.68,3.6,6.53
1866,Liga Profesional ,18/12/2016,Belgrano,Rosario Central,0.0,2.0,A,2.19,3.05,4.17
1867,Liga Profesional ,18/12/2016,Lanus,San Lorenzo,2.0,2.0,D,2.14,3.3,3.91
1868,Liga Profesional ,18/12/2016,Arsenal Sarandi,Velez Sarsfield,2.0,1.0,H,3.07,3.07,2.68
1869,Liga Profesional ,18/12/2016,Boca Juniors,Colon Santa FE,4.0,1.0,H,1.38,5.34,8.81
1870,Liga Profesional ,18/12/2016,Newells Old Boys,San Martin S.J.,6.0,1.0,H,1.65,3.92,6.02
1871,Liga Profesional ,18/12/2016,Olimpo Bahia Blanca,River Plate,1.0,2.0,A,3.12,3.12,2.6
1872,Liga Profesional ,19/12/2016,Quilmes,Temperley,1.0,0.0,H,2.61,3.01,3.23
1873,Liga Profesional ,20/12/2016,Tigre,Atl. Tucuman,0.0,0.0,D,2.16,3.47,3.65
1874,Liga Profesional ,10/03/2017,Velez Sarsfield,Estudiantes L.P.,3.0,2.0,H,3.5,3.15,2.37
1875,Liga Profesional ,11/03/2017,Patronato,Arsenal Sarandi,4.0,2.0,H,2.15,3.22,4.02
1876,Liga Profesional ,11/03/2017,Defensa y Justicia,Newells Old Boys,1.0,0.0,H,2.24,3.2,3.76
1877,Liga Profesional ,11/03/2017,San Lorenzo,Belgrano,2.0,1.0,H,1.74,3.68,5.62
1878,Liga Profesional ,11/03/2017,Banfield,Boca Juniors,0.0,2.0,A,3.8,3.36,2.16
1879,Liga Profesional ,11/03/2017,San Martin S.J.,Huracan,0.0,1.0,A,2.13,3.35,3.9
1880,Liga Profesional ,12/03/2017,Gimnasia L.P.,Quilmes,3.0,1.0,H,1.87,3.42,5.04
1881,Liga Profesional ,12/03/2017,Racing Club,Lanus,3.0,0.0,H,2.01,3.28,4.5
1882,Liga Profesional ,12/03/2017,Temperley,Tigre,3.0,1.0,H,3.04,3.16,2.64
1883,Liga Profesional ,12/03/2017,River Plate,Union de Santa Fe,0.0,0.0,D,1.66,3.89,6.1
1884,Liga Profesional ,12/03/2017,Rosario Central,Godoy Cruz,0.0,1.0,A,1.81,3.57,5.21
1885,Liga Profesional ,13/03/2017,Atl. Tucuman,Sarmiento Junin,2.0,1.0,H,1.96,3.3,4.72
1886,Liga Profesional ,13/03/2017,Aldosivi,Atl. Rafaela,1.0,0.0,H,2.32,3.23,3.51
1887,Liga Profesional ,14/03/2017,Colon Santa FE,Olimpo Bahia Blanca,1.0,1.0,D,2.06,3.19,4.44
1888,Liga Profesional ,18/03/2017,Quilmes,Rosario Central,0.0,1.0,A,3.95,3.17,2.19
1889,Liga Profesional ,18/03/2017,Union de Santa Fe,Colon Santa FE,0.0,2.0,A,2.02,3.19,4.64
1890,Liga Profesional ,18/03/2017,Newells Old Boys,Velez Sarsfield,3.0,0.0,H,1.94,3.31,4.78
1891,Liga Profesional ,18/03/2017,Tigre,Gimnasia L.P.,0.0,1.0,A,2.17,3.32,3.8
1892,Liga Profesional ,18/03/2017,Independiente,San Martin S.J.,0.0,0.0,D,1.54,4.07,7.56
1893,Liga Profesional ,18/03/2017,Huracan,Defensa y Justicia,2.0,0.0,H,3.08,3.09,2.65
1894,Liga Profesional ,19/03/2017,Belgrano,Racing Club,2.0,0.0,H,3.53,3.18,2.34
1895,Liga Profesional ,19/03/2017,Sarmiento Junin,Temperley,2.0,1.0,H,2.26,3.06,3.93
