,league,date,home,away,home_goals_ht,away_goals_ht,result_ht,home_goals_ft,away_goals_ft,result_ft,home_odds,draw_odds,away_odds,morethan_2.5_goals_odds
984,Premier League,2018-01-13,Tottenham,Everton,1,0,H,4,0,H,1.28,6.0,13.0,
985,Premier League,2018-01-13,Watford,Southampton,0,2,A,2,2,D,2.5,3.39,3.0,
986,Premier League,2018-01-13,West Brom,Brighton,1,0,H,2,0,H,2.14,3.0,4.33,
987,Premier League,2018-01-14,Bournemouth,Arsenal,0,0,D,2,1,H,4.75,4.2,1.75,
988,Premier League,2018-01-14,Liverpool,Man City,1,1,D,4,3,H,3.1,3.75,2.29,
989,Premier League,2018-01-15,Man United,Stoke,2,0,H,3,0,H,1.22,7.0,15.0,
990,Premier League,2018-01-20,Arsenal,Crystal Palace,4,0,H,4,1,H,1.5,4.75,7.0,
991,Premier League,2018-01-20,Brighton,Chelsea,0,2,A,0,4,A,6.5,3.89,1.61,
992,Premier League,2018-01-20,Burnley,Man United,0,0,D,0,1,A,7.5,3.89,1.57,
993,Premier League,2018-01-20,Everton,West Brom,0,1,A,1,1,D,2.14,3.2,4.0,
994,Premier League,2018-01-20,Leicester,Watford,1,0,H,2,0,H,1.85,3.89,4.33,
995,Premier League,2018-01-20,Man City,Newcastle,1,0,H,3,1,H,1.12,10.0,26.0,
996,Premier League,2018-01-20,Stoke,Huddersfield,0,0,D,2,0,H,2.04,3.39,4.09,
997,Premier League,2018-01-20,West Ham,Bournemouth,0,0,D,1,1,D,2.0,3.6,4.0,
998,Premier League,2018-01-21,Southampton,Tottenham,1,1,D,1,1,D,5.75,4.09,1.64,
999,Premier League,2018-01-22,Swansea,Liverpool,1,0,H,1,0,H,12.0,5.75,1.3,
1000,Premier League,2018-01-30,Huddersfield,Liverpool,0,2,A,0,3,A,12.0,5.75,1.3,
1001,Premier League,2018-01-30,Swansea,Arsenal,1,1,D,3,1,H,7.0,4.59,1.5,
1002,Premier League,2018-01-30,West Ham,Crystal Palace,1,1,D,1,1,D,3.1,3.25,2.54,
1003,Premier League,2018-01-31,Chelsea,Bournemouth,0,0,D,0,3,A,1.28,6.5,11.0,
1004,Premier League,2018-01-31,Everton,Leicester,2,0,H,2,1,H,3.0,3.2,2.62,
1005,Premier League,2018-01-31,Man City,West Brom,1,0,H,3,0,H,1.14,10.0,21.0,
1006,Premier League,2018-01-31,Newcastle,Burnley,0,0,D,1,1,D,2.2,3.2,3.89,
1007,Premier League,2018-01-31,Southampton,Brighton,0,1,A,1,1,D,1.75,3.5,6.0,
1008,Premier League,2018-01-31,Stoke,Watford,0,0,D,0,0,D,2.25,3.5,3.39,
1009,Premier League,2018-01-31,Tottenham,Man United,2,0,H,2,0,H,2.35,3.29,3.39,
1010,Premier League,2018-03-02,Arsenal,Everton,4,0,H,5,1,H,1.3,5.75,12.0,
1011,Premier League,2018-03-02,Bournemouth,Stoke,0,1,A,2,1,H,1.9,3.7,4.33,
1012,Premier League,2018-03-02,Brighton,West Ham,1,1,D,3,1,H,2.35,3.0,3.7,
1013,Premier League,2018-03-02,Burnley,Man City,0,1,A,1,1,D,13.0,6.0,1.28,
1014,Premier League,2018-03-02,Leicester,Swansea,1,0,H,1,1,D,1.8,3.6,5.25,
1015,Premier League,2018-03-02,Man United,Huddersfield,0,0,D,2,0,H,1.16,8.5,19.0,
1016,Premier League,2018-03-02,West Brom,Southampton,1,2,A,2,3,A,2.54,3.2,3.1,
1017,Premier League,2018-04-02,Crystal Palace,Newcastle,0,1,A,1,1,D,2.04,3.39,4.2,
1018,Premier League,2018-04-02,Liverpool,Tottenham,1,0,H,2,2,D,2.1,3.75,3.6,
1019,Premier League,2018-05-02,Watford,Chelsea,1,0,H,4,1,H,6.25,4.0,1.61,
1020,Premier League,2018-10-02,Everton,Crystal Palace,0,0,D,3,1,H,2.25,3.25,3.2,
1021,Premier League,2018-10-02,Man City,Leicester,1,1,D,5,1,H,1.19,6.5,13.0,
1022,Premier League,2018-10-02,Stoke,Brighton,0,1,A,1,1,D,2.2,3.2,3.39,
1023,Premier League,2018-10-02,Swansea,Burnley,0,0,D,1,0,H,2.37,3.0,3.25,
1024,Premier League,2018-10-02,Tottenham,Arsenal,0,0,D,1,0,H,2.0,3.6,3.5,
1025,Premier League,2018-10-02,West Ham,Watford,1,0,H,2,0,H,2.5,3.29,2.79,
1026,Premier League,2018-11-02,Huddersfield,Bournemouth,2,1,H,4,1,H,3.25,3.2,2.25,
1027,Premier League,2018-11-02,Newcastle,Man United,0,0,D,1,0,H,5.5,3.75,1.61,
1028,Premier League,2018-11-02,Southampton,Liverpool,0,2,A,0,2,A,4.2,3.79,1.8,
1029,Premier League,2018-12-02,Chelsea,West Brom,1,0,H,3,0,H,1.36,4.75,8.0,
1030,Premier League,2018-02-24,Bournemouth,Newcastle,0,2,A,2,2,D,2.1,3.5,3.79,
1031,Premier League,2018-02-24,Brighton,Swansea,1,0,H,4,1,H,2.14,3.25,4.0,
1032,Premier League,2018-02-24,Burnley,Southampton,0,0,D,1,1,D,2.89,3.1,2.79,
1033,Premier League,2018-02-24,Leicester,Stoke,0,1,A,1,1,D,1.72,3.89,5.25,
1034,Premier League,2018-02-24,Liverpool,West Ham,1,0,H,4,1,H,1.22,7.5,13.0,
1035,Premier League,2018-02-24,Watford,Everton,0,0,D,1,0,H,2.25,3.39,3.5,
1036,Premier League,2018-02-24,West Brom,Huddersfield,0,0,D,1,2,A,1.95,3.29,4.75,
1037,Premier League,2018-02-25,Crystal Palace,Tottenham,0,0,D,0,1,A,7.5,4.5,1.5,
1038,Premier League,2018-02-25,Man United,Chelsea,1,1,D,2,1,H,2.29,3.25,3.5,
1039,Premier League,2018-01-03,Arsenal,Man City,0,3,A,0,3,A,4.5,4.0,1.72,
1040,Premier League,2018-03-03,Burnley,Everton,0,1,A,2,1,H,2.5,3.1,3.29,
1041,Premier League,2018-03-03,Leicester,Bournemouth,0,1,A,1,1,D,1.85,3.75,4.5,
1042,Premier League,2018-03-03,Liverpool,Newcastle,1,0,H,2,0,H,1.22,7.0,15.0,
1043,Premier League,2018-03-03,Southampton,Stoke,0,0,D,0,0,D,1.75,3.75,5.25,
1044,Premier League,2018-03-03,Swansea,West Ham,2,0,H,4,1,H,2.6,3.25,3.0,
1045,Premier League,2018-03-03,Tottenham,Huddersfield,1,0,H,2,0,H,1.19,7.5,17.0,
1046,Premier League,2018-03-03,Watford,West Brom,0,0,D,1,0,H,2.14,3.29,3.89,
1047,Premier League,2018-04-03,Brighton,Arsenal,2,1,H,2,1,H,4.2,3.79,1.9,
1048,Premier League,2018-04-03,Man City,Chelsea,0,0,D,1,0,H,1.61,4.2,6.0,
1049,Premier League,2018-05-03,Crystal Palace,Man United,1,0,H,2,3,A,7.0,4.0,1.57,
1050,Premier League,2018-10-03,Chelsea,Crystal Palace,2,0,H,2,1,H,1.3,5.75,12.0,
1051,Premier League,2018-10-03,Everton,Brighton,0,0,D,2,0,H,2.2,3.2,3.89,
1052,Premier League,2018-10-03,Huddersfield,Swansea,0,0,D,0,0,D,2.54,3.1,3.2,
1053,Premier League,2018-10-03,Man United,Liverpool,2,0,H,2,1,H,2.75,3.39,2.75,
1054,Premier League,2018-10-03,Newcastle,Southampton,2,0,H,3,0,H,2.79,3.2,2.79,
1055,Premier League,2018-10-03,West Brom,Leicester,1,1,D,1,4,A,3.0,3.25,2.6,
1056,Premier League,2018-10-03,West Ham,Burnley,0,0,D,0,3,A,2.29,3.2,3.6,
1057,Premier League,2018-11-03,Arsenal,Watford,1,0,H,3,0,H,1.44,5.0,7.5,
1058,Premier League,2018-11-03,Bournemouth,Tottenham,1,1,D,1,4,A,6.5,4.5,1.55,
1059,Premier League,2018-12-03,Stoke,Man City,0,1,A,0,2,A,15.0,6.5,1.25,
1060,Premier League,2018-03-17,Bournemouth,West Brom,0,0,D,2,1,H,1.83,3.6,5.0,
1061,Premier League,2018-03-17,Huddersfield,Crystal Palace,0,1,A,0,2,A,3.0,3.1,2.7,
1062,Premier League,2018-03-17,Liverpool,Watford,2,0,H,5,0,H,1.19,8.0,15.0,
1063,Premier League,2018-03-17,Stoke,Everton,0,0,D,1,2,A,2.5,3.29,3.1,
1064,Premier League,2018-03-31,Brighton,Leicester,0,0,D,0,2,A,2.7,3.2,2.62,
1065,Premier League,2018-03-31,Crystal Palace,Liverpool,1,0,H,1,2,A,7.0,4.33,1.44,
1066,Premier League,2018-03-31,Everton,Man City,0,3,A,1,3,A,9.0,5.0,1.33,
1067,Premier League,2018-03-31,Man United,Swansea,2,0,H,2,0,H,1.25,6.0,10.0,
1068,Premier League,2018-03-31,Newcastle,Huddersfield,0,0,D,1,0,H,1.75,3.39,5.0,
1069,Premier League,2018-03-31,Watford,Bournemouth,1,1,D,2,2,D,2.29,3.29,3.1,
1070,Premier League,2018-03-31,West Brom,Burnley,0,1,A,1,2,A,2.5,3.0,3.1,
1071,Premier League,2018-03-31,West Ham,Southampton,3,0,H,3,0,H,2.7,3.25,2.6,
1072,Premier League,2018-01-04,Arsenal,Stoke,0,0,D,3,0,H,1.28,5.5,10.0,
1073,Premier League,2018-01-04,Chelsea,Tottenham,1,1,D,1,3,A,2.29,3.29,3.1,
1074,Premier League,2018-07-04,Bournemouth,Crystal Palace,0,0,D,2,2,D,2.5,3.39,3.0,
1075,Premier League,2018-07-04,Brighton,Huddersfield,1,1,D,1,1,D,1.85,3.5,5.0,
1076,Premier League,2018-07-04,Everton,Liverpool,0,0,D,0,0,D,4.2,3.75,1.9,
1077,Premier League,2018-07-04,Leicester,Newcastle,0,1,A,1,2,A,1.95,3.6,4.2,
1078,Premier League,2018-07-04,Man City,Man United,2,0,H,2,3,A,1.89,3.79,4.2,
1079,Premier League,2018-07-04,Stoke,Tottenham,0,0,D,1,2,A,11.0,5.5,1.33,
1080,Premier League,2018-07-04,Watford,Burnley,0,0,D,1,2,A,2.39,3.2,3.39,
1081,Premier League,2018-07-04,West Brom,Swansea,0,0,D,1,1,D,2.37,3.2,3.39,
1082,Premier League,2018-08-04,Arsenal,Southampton,2,1,H,3,2,H,1.57,4.5,6.0,
1083,Premier League,2018-08-04,Chelsea,West Ham,1,0,H,1,1,D,1.28,6.0,12.0,
1084,Premier League,2018-04-14,Burnley,Leicester,2,0,H,2,1,H,2.62,3.2,3.0,
1085,Premier League,2018-04-14,Crystal Palace,Brighton,3,2,H,3,2,H,1.9,3.5,4.75,
1086,Premier League,2018-04-14,Huddersfield,Watford,0,0,D,1,0,H,2.62,3.25,3.0,
1087,Premier League,2018-04-14,Liverpool,Bournemouth,1,0,H,3,0,H,1.25,7.0,12.0,
1088,Premier League,2018-04-14,Southampton,Chelsea,1,0,H,2,3,A,4.5,3.75,1.85,
1089,Premier League,2018-04-14,Swansea,Everton,0,1,A,1,1,D,2.54,3.25,3.1,
1090,Premier League,2018-04-14,Tottenham,Man City,1,2,A,1,3,A,2.62,3.6,2.7,
1091,Premier League,2018-04-15,Man United,West Brom,0,0,D,0,1,A,1.18,8.0,19.0,
1092,Premier League,2018-04-15,Newcastle,Arsenal,1,1,D,2,1,H,3.29,3.6,2.25,
1093,Premier League,2018-04-16,West Ham,Stoke,0,0,D,1,1,D,2.0,3.6,4.0,
1094,Premier League,2018-04-17,Brighton,Tottenham,0,0,D,1,1,D,6.5,4.33,1.55,
1095,Premier League,2018-04-18,Bournemouth,Man United,0,1,A,0,2,A,5.0,3.89,1.75,
1096,Premier League,2018-04-19,Burnley,Chelsea,0,1,A,1,2,A,4.0,3.39,1.9,
1097,Premier League,2018-04-19,Leicester,Southampton,0,0,D,0,0,D,2.25,3.29,3.2,
1098,Premier League,2018-04-21,Watford,Crystal Palace,0,0,D,0,0,D,2.89,3.39,2.54,
1099,Premier League,2018-04-21,West Brom,Liverpool,0,1,A,2,2,D,7.5,4.5,1.5,
1100,Premier League,2018-04-22,Arsenal,West Ham,0,0,D,4,1,H,1.55,4.59,6.0,
1101,Premier League,2018-04-22,Man City,Swansea,2,0,H,5,0,H,1.14,9.0,23.0,
1102,Premier League,2018-04-22,Stoke,Burnley,1,0,H,1,1,D,2.29,3.29,3.5,
1103,Premier League,2018-04-23,Everton,Newcastle,0,0,D,1,0,H,2.29,3.39,3.39,
1104,Premier League,2018-04-28,Burnley,Brighton,0,0,D,0,0,D,2.25,3.2,3.7,
1105,Premier League,2018-04-28,Crystal Palace,Leicester,2,0,H,5,0,H,2.04,3.6,3.79,
1106,Premier League,2018-04-28,Huddersfield,Everton,0,1,A,0,2,A,2.62,3.1,3.1,
1107,Premier League,2018-04-28,Liverpool,Stoke,0,0,D,0,0,D,1.33,5.75,10.0,
1108,Premier League,2018-04-28,Newcastle,West Brom,0,1,A,0,1,A,1.85,3.6,4.75,
1109,Premier League,2018-04-28,Southampton,Bournemouth,1,1,D,2,1,H,1.72,4.0,5.0,
1110,Premier League,2018-04-28,Swansea,Chelsea,0,1,A,0,1,A,7.0,4.33,1.53,
1111,Premier League,2018-04-29,Man United,Arsenal,1,0,H,2,1,H,1.44,4.75,8.0,
1112,Premier League,2018-04-29,West Ham,Man City,1,2,A,1,4,A,10.0,5.75,1.33,
1113,Premier League,2018-04-30,Tottenham,Watford,1,0,H,2,0,H,1.16,8.5,21.0,
1114,Premier League,2018-04-05,Brighton,Man United,0,0,D,1,0,H,4.75,3.6,1.85,
1115,Premier League,2018-05-05,Bournemouth,Swansea,1,0,H,1,0,H,2.1,3.6,3.7,
1116,Premier League,2018-05-05,Everton,Southampton,0,0,D,1,1,D,2.89,3.29,2.62,
1117,Premier League,2018-05-05,Leicester,West Ham,0,1,A,0,2,A,2.25,3.5,3.39,
1118,Premier League,2018-05-05,Stoke,Crystal Palace,1,0,H,1,2,A,2.7,3.39,2.79,
1119,Premier League,2018-05-05,Watford,Newcastle,2,0,H,2,1,H,2.37,3.39,3.2,
1120,Premier League,2018-05-05,West Brom,Tottenham,0,0,D,1,0,H,8.0,4.75,1.44,
1121,Premier League,2018-06-05,Arsenal,Burnley,2,0,H,5,0,H,1.57,4.2,6.5,
1122,Premier League,2018-06-05,Chelsea,Liverpool,1,0,H,1,0,H,2.25,3.6,3.29,
1123,Premier League,2018-06-05,Man City,Huddersfield,0,0,D,0,0,D,1.08,13.0,34.0,
1124,Premier League,2018-08-05,Swansea,Southampton,0,0,D,0,1,A,3.1,3.25,2.54,
1125,Premier League,2018-09-05,Chelsea,Huddersfield,0,0,D,1,1,D,1.16,8.5,19.0,
1126,Premier League,2018-09-05,Leicester,Arsenal,1,0,H,3,1,H,3.75,3.79,2.0,
1127,Premier League,2018-09-05,Man City,Brighton,2,1,H,3,1,H,1.12,10.0,27.0,
1128,Premier League,2018-09-05,Tottenham,Newcastle,0,0,D,1,0,H,1.18,8.5,17.0,
1129,Premier League,2018-10-05,West Ham,Man United,0,0,D,0,0,D,4.75,3.79,1.8,
1130,Premier League,2018-05-13,Burnley,Bournemouth,1,0,H,1,2,A,2.14,3.5,3.6,
1131,Premier League,2018-05-13,Crystal Palace,West Brom,0,0,D,2,0,H,1.8,3.79,4.75,
1132,Premier League,2018-05-13,Huddersfield,Arsenal,0,1,A,0,1,A,6.0,4.33,1.6,
1133,Premier League,2018-05-13,Liverpool,Brighton,2,0,H,4,0,H,1.19,8.0,15.0,
1134,Premier League,2018-05-13,Man United,Watford,1,0,H,1,0,H,1.39,5.25,8.5,
1135,Premier League,2018-05-13,Newcastle,Chelsea,1,0,H,3,0,H,6.5,4.2,1.6,
1136,Premier League,2018-05-13,Southampton,Man City,0,0,D,0,1,A,9.0,5.0,1.39,
1137,Premier League,2018-05-13,Swansea,Stoke,1,2,A,1,2,A,1.9,3.79,4.2,
1138,Premier League,2018-05-13,Tottenham,Leicester,1,2,A,5,4,H,1.33,6.0,9.0,
1139,Premier League,2018-05-13,West Ham,Everton,1,0,H,3,1,H,2.45,3.5,3.0,
1140,Premier League,2018-10-08,Man United,Leicester,1,0,H,2,1,H,1.57,3.9,7.5,
1141,Premier League,2018-11-08,Bournemouth,Cardiff,1,0,H,2,0,H,1.9,3.6,4.5,
1142,Premier League,2018-11-08,Fulham,Crystal Palace,0,1,A,0,2,A,2.5,3.4,3.0,
1143,Premier League,2018-11-08,Huddersfield,Chelsea,0,2,A,0,3,A,6.5,4.0,1.61,
1144,Premier League,2018-11-08,Newcastle,Tottenham,1,2,A,1,2,A,3.9,3.5,2.04,
1145,Premier League,2018-11-08,Watford,Brighton,1,0,H,2,0,H,2.37,3.2,3.4,
1146,Premier League,2018-11-08,Wolves,Everton,1,1,D,2,2,D,2.37,3.3,3.3,
1147,Premier League,2018-12-08,Arsenal,Man City,0,1,A,0,2,A,4.0,3.8,1.95,
1148,Premier League,2018-12-08,Liverpool,West Ham,2,0,H,4,0,H,1.25,6.5,14.0,
1149,Premier League,2018-12-08,Southampton,Burnley,0,0,D,0,0,D,1.85,3.5,5.0,
1150,Premier League,2018-08-18,Cardiff,Newcastle,0,0,D,0,0,D,3.25,3.1,2.54,
1151,Premier League,2018-08-18,Chelsea,Arsenal,2,2,D,3,2,H,1.8,4.0,4.5,
1152,Premier League,2018-08-18,Everton,Southampton,2,0,H,2,1,H,1.9,3.5,4.75,
1153,Premier League,2018-08-18,Leicester,Wolves,2,0,H,2,0,H,2.04,3.5,3.9,
1154,Premier League,2018-08-18,Tottenham,Fulham,1,0,H,3,1,H,1.28,6.0,12.0,
1155,Premier League,2018-08-18,West Ham,Bournemouth,1,0,H,1,2,A,2.1,3.6,3.7,
1156,Premier League,2018-08-19,Brighton,Man United,3,1,H,3,2,H,5.5,3.6,1.75,
1157,Premier League,2018-08-19,Burnley,Watford,1,1,D,1,3,A,2.45,3.1,3.4,
1158,Premier League,2018-08-19,Man City,Huddersfield,3,1,H,6,1,H,1.1,13.0,26.0,
1159,Premier League,2018-08-20,Crystal Palace,Liverpool,0,1,A,0,2,A,7.0,5.0,1.44,
1160,Premier League,2018-08-25,Arsenal,West Ham,1,1,D,3,1,H,1.36,5.5,9.0,
1161,Premier League,2018-08-25,Bournemouth,Everton,0,0,D,2,2,D,2.62,3.6,2.75,
1162,Premier League,2018-08-25,Huddersfield,Cardiff,0,0,D,0,0,D,2.37,3.0,3.7,
1163,Premier League,2018-08-25,Liverpool,Brighton,1,0,H,1,0,H,1.16,8.5,19.0,
1164,Premier League,2018-08-25,Southampton,Leicester,0,0,D,1,2,A,2.45,3.2,3.25,
1165,Premier League,2018-08-25,Wolves,Man City,0,0,D,1,1,D,11.0,6.5,1.28,
1166,Premier League,2018-08-26,Fulham,Burnley,3,2,H,4,2,H,2.0,3.4,4.33,
1167,Premier League,2018-08-26,Newcastle,Chelsea,0,0,D,1,2,A,5.75,4.0,1.66,
1168,Premier League,2018-08-26,Watford,Crystal Palace,0,0,D,2,1,H,2.6,3.25,3.0,
1169,Premier League,2018-08-27,Man United,Tottenham,0,0,D,0,3,A,2.62,3.3,2.9,
1170,Premier League,2018-01-09,Brighton,Fulham,0,1,A,2,2,D,2.3,3.4,3.4,
1171,Premier League,2018-01-09,Chelsea,Bournemouth,0,0,D,2,0,H,1.3,6.0,11.0,
1172,Premier League,2018-01-09,Crystal Palace,Southampton,0,0,D,0,2,A,2.0,3.5,4.2,
1173,Premier League,2018-01-09,Everton,Huddersfield,1,1,D,1,1,D,1.53,4.2,7.5,
1174,Premier League,2018-01-09,Leicester,Liverpool,0,2,A,1,2,A,7.5,5.0,1.44,
1175,Premier League,2018-01-09,Man City,Newcastle,1,1,D,2,1,H,1.11,11.0,26.0,
1176,Premier League,2018-01-09,West Ham,Wolves,0,0,D,0,1,A,2.6,3.4,2.87,
1177,Premier League,2018-02-09,Burnley,Man United,0,2,A,0,2,A,6.0,3.75,1.7,
1178,Premier League,2018-02-09,Cardiff,Arsenal,1,1,D,2,3,A,6.5,4.33,1.57,
1179,Premier League,2018-02-09,Watford,Tottenham,0,0,D,2,1,H,5.5,4.2,1.64,
1180,Premier League,2018-09-15,Bournemouth,Leicester,3,0,H,4,2,H,2.45,3.5,3.0,
1181,Premier League,2018-09-15,Chelsea,Cardiff,2,1,H,4,1,H,1.18,8.0,19.0,
1182,Premier League,2018-09-15,Huddersfield,Crystal Palace,0,1,A,0,1,A,3.3,3.1,2.5,
1183,Premier League,2018-09-15,Man City,Fulham,2,0,H,3,0,H,1.12,10.0,26.0,
1184,Premier League,2018-09-15,Newcastle,Arsenal,0,0,D,1,2,A,4.2,3.8,1.9,
1185,Premier League,2018-09-15,Tottenham,Liverpool,0,1,A,1,2,A,3.0,3.6,2.4,
1186,Premier League,2018-09-15,Watford,Man United,0,2,A,1,2,A,4.33,3.6,1.95,
1187,Premier League,2018-09-16,Everton,West Ham,1,2,A,1,3,A,2.0,3.75,3.9,
1188,Premier League,2018-09-16,Wolves,Burnley,0,0,D,1,0,H,1.75,3.6,5.75,
1189,Premier League,2018-09-17,Southampton,Brighton,1,0,H,2,2,D,2.1,3.4,3.9,
1190,Premier League,2018-09-22,Brighton,Tottenham,0,1,A,1,2,A,5.0,4.0,1.75,
1191,Premier League,2018-09-22,Burnley,Bournemouth,2,0,H,4,0,H,3.0,3.4,2.5,
1192,Premier League,2018-09-22,Cardiff,Man City,0,3,A,0,5,A,23.0,8.0,1.16,
1193,Premier League,2018-09-22,Crystal Palace,Newcastle,0,0,D,0,0,D,2.14,3.4,3.75,
1194,Premier League,2018-09-22,Fulham,Watford,0,1,A,1,1,D,2.54,3.5,2.9,
1195,Premier League,2018-09-22,Leicester,Huddersfield,1,1,D,3,1,H,1.61,4.0,6.5,
1196,Premier League,2018-09-22,Liverpool,Southampton,3,0,H,3,0,H,1.2,7.5,17.0,
1197,Premier League,2018-09-22,Man United,Wolves,1,0,H,1,1,D,1.57,4.33,6.5,
1198,Premier League,2018-09-23,Arsenal,Everton,0,0,D,2,0,H,1.44,5.0,7.5,
1199,Premier League,2018-09-23,West Ham,Chelsea,0,0,D,0,0,D,6.0,4.5,1.57,
1200,Premier League,2018-09-29,Arsenal,Watford,0,0,D,2,0,H,1.44,5.1,7.0,
1201,Premier League,2018-09-29,Chelsea,Liverpool,1,0,H,1,1,D,2.8,3.6,2.54,
1202,Premier League,2018-09-29,Everton,Fulham,0,0,D,3,0,H,1.75,4.2,4.75,
1203,Premier League,2018-09-29,Huddersfield,Tottenham,0,2,A,0,2,A,8.5,4.5,1.44,
1204,Premier League,2018-09-29,Man City,Brighton,1,0,H,2,0,H,1.1,12.0,34.0,
1205,Premier League,2018-09-29,Newcastle,Leicester,0,1,A,0,2,A,2.6,3.3,3.0,
1206,Premier League,2018-09-29,West Ham,Man United,2,0,H,3,1,H,4.5,3.8,1.85,
1207,Premier League,2018-09-29,Wolves,Southampton,0,0,D,2,0,H,1.8,3.6,5.25,
1208,Premier League,2018-09-30,Cardiff,Burnley,0,0,D,1,2,A,2.62,3.0,3.2,
1209,Premier League,2018-01-10,Bournemouth,Crystal Palace,1,0,H,2,1,H,2.25,3.5,3.4,
1210,Premier League,2018-05-10,Brighton,West Ham,1,0,H,1,0,H,2.7,3.3,2.87,
1211,Premier League,2018-06-10,Burnley,Huddersfield,1,0,H,1,1,D,2.14,3.1,4.2,
1212,Premier League,2018-06-10,Crystal Palace,Wolves,0,0,D,0,1,A,3.0,3.2,2.62,
1213,Premier League,2018-06-10,Leicester,Everton,1,1,D,1,2,A,2.2,3.4,3.6,
1214,Premier League,2018-06-10,Man United,Newcastle,0,2,A,3,2,H,1.44,4.5,9.0,
1215,Premier League,2018-06-10,Tottenham,Cardiff,1,0,H,1,0,H,1.22,7.0,15.0,
1216,Premier League,2018-06-10,Watford,Bournemouth,0,3,A,0,4,A,2.14,3.6,3.5,
1217,Premier League,2018-07-10,Fulham,Arsenal,1,1,D,1,5,A,5.25,4.33,1.66,
1218,Premier League,2018-07-10,Liverpool,Man City,0,0,D,0,0,D,2.54,3.6,2.8,
1219,Premier League,2018-07-10,Southampton,Chelsea,0,1,A,0,3,A,6.0,4.1,1.61,
1220,Premier League,2018-10-20,Bournemouth,Southampton,0,0,D,0,0,D,2.04,3.7,3.75,
1221,Premier League,2018-10-20,Cardiff,Fulham,2,2,D,4,2,H,2.5,3.5,2.95,
1222,Premier League,2018-10-20,Chelsea,Man United,1,0,H,2,2,D,1.75,3.8,5.25,
1223,Premier League,2018-10-20,Huddersfield,Liverpool,0,1,A,0,1,A,11.0,5.5,1.33,
1224,Premier League,2018-10-20,Man City,Burnley,1,0,H,5,0,H,1.08,13.0,34.0,
1225,Premier League,2018-10-20,Newcastle,Brighton,0,1,A,0,1,A,2.2,3.25,3.8,
1226,Premier League,2018-10-20,West Ham,Tottenham,0,1,A,0,1,A,4.1,3.9,1.9,
1227,Premier League,2018-10-20,Wolves,Watford,0,2,A,0,2,A,1.75,3.75,5.25,
1228,Premier League,2018-10-21,Everton,Crystal Palace,0,0,D,2,0,H,1.85,3.6,4.75,
1229,Premier League,2018-10-22,Arsenal,Leicester,1,1,D,3,1,H,1.53,4.5,6.5,
1230,Premier League,2018-10-27,Brighton,Wolves,0,0,D,1,0,H,3.2,3.2,2.5,
1231,Premier League,2018-10-27,Fulham,Bournemouth,0,1,A,0,3,A,2.9,3.75,2.4,
1232,Premier League,2018-10-27,Leicester,West Ham,0,1,A,1,1,D,2.1,3.5,3.8,
1233,Premier League,2018-10-27,Liverpool,Cardiff,1,0,H,4,1,H,1.11,11.0,26.0,
1234,Premier League,2018-10-27,Southampton,Newcastle,0,0,D,0,0,D,2.1,3.4,3.9,
1235,Premier League,2018-10-27,Watford,Huddersfield,2,0,H,3,0,H,1.75,3.75,5.25,
1236,Premier League,2018-10-28,Burnley,Chelsea,0,1,A,0,4,A,11.0,5.0,1.36,
1237,Premier League,2018-10-28,Crystal Palace,Arsenal,1,0,H,2,2,D,4.75,4.1,1.75,
1238,Premier League,2018-10-28,Man United,Everton,1,0,H,2,1,H,1.72,3.9,5.25,
1239,Premier League,2018-10-29,Tottenham,Man City,0,1,A,0,1,A,4.75,4.1,1.75,
1240,Premier League,2018-03-11,Arsenal,Liverpool,0,0,D,1,1,D,3.9,3.9,1.95,
1241,Premier League,2018-03-11,Bournemouth,Man United,1,1,D,1,2,A,3.6,3.7,2.1,
1242,Premier League,2018-03-11,Cardiff,Leicester,0,0,D,0,1,A,3.8,3.4,2.14,
1243,Premier League,2018-03-11,Everton,Brighton,1,1,D,3,1,H,1.61,4.0,6.5,
1244,Premier League,2018-03-11,Newcastle,Watford,0,0,D,1,0,H,2.75,3.25,2.8,
1245,Premier League,2018-03-11,West Ham,Burnley,1,1,D,4,2,H,1.75,3.75,5.25,
1246,Premier League,2018-03-11,Wolves,Tottenham,0,2,A,2,3,A,3.1,3.4,2.45,
1247,Premier League,2018-04-11,Chelsea,Crystal Palace,1,0,H,3,1,H,1.25,6.75,13.0,
1248,Premier League,2018-04-11,Man City,Southampton,4,1,H,6,1,H,1.11,11.0,29.0,
1249,Premier League,2018-05-11,Huddersfield,Fulham,1,0,H,1,0,H,2.3,3.5,3.3,
1250,Premier League,2018-10-11,Cardiff,Brighton,1,1,D,2,1,H,2.6,3.1,3.1,
1251,Premier League,2018-10-11,Crystal Palace,Tottenham,0,0,D,0,1,A,4.5,3.75,1.85,
1252,Premier League,2018-10-11,Huddersfield,West Ham,1,0,H,1,1,D,3.4,3.25,2.35,
1253,Premier League,2018-10-11,Leicester,Burnley,0,0,D,0,0,D,1.5,4.33,8.0,
1254,Premier League,2018-10-11,Newcastle,Bournemouth,2,1,H,2,1,H,2.9,3.4,2.6,
1255,Premier League,2018-10-11,Southampton,Watford,1,0,H,1,1,D,2.5,3.3,3.1,
1256,Premier League,2018-11-11,Arsenal,Wolves,0,1,A,1,1,D,1.66,4.2,5.25,
1257,Premier League,2018-11-11,Chelsea,Everton,0,0,D,0,0,D,1.4,5.25,8.5,
